Symbol,Entry,Exit,Entry_Open,Exit_Open,Return_net_%,PnL_%_of_equity_at_entry,Sessions,Weeks,Hold bucket,Reason,Exit_Rank,Exit_Score,Below_buy_price_raw,Rebought_4w,Next_Entry,Next_Entry_Open,Churn_cost_%_equity
TEM,2025-10-27,2025-11-03,91.91,90.0,-2.2738,-0.2158,5,1,1 wk,rank drift (score > 0),37.0,22.8982,True,False,2026-07-13,57.64,
RKLB,2025-10-06,2025-11-03,56.865,63.03,7.3361,1.3595,20,4,4–8 wk,rank drift (score > 0),25.0,35.9676,False,False,2025-12-15,63.052,
IREN,2025-10-27,2025-11-10,64.99,65.85,1.1208,0.1461,10,2,2–3 wk,rank drift (score > 0),20.0,35.0138,False,False,2026-01-20,54.95,
VRT,2025-10-13,2025-11-10,174.83,187.82,6.2744,0.9255,20,4,4–8 wk,rank drift (score > 0),23.0,32.6469,False,False,2026-02-09,196.65,
SHOP,2025-11-03,2025-11-10,175.5,157.115,-10.6547,-1.116,5,1,1 wk,rank drift (score > 0),36.0,2.744,True,False,2025-12-29,169.75,
TSLA,2025-11-03,2025-11-10,455.99,439.6,-3.787,-0.5113,5,1,1 wk,rank drift (score > 0),28.0,22.1673,True,False,,,
NVTS,2025-11-03,2025-11-10,13.2,8.4,-36.4908,-1.9059,5,1,1 wk,rank drift (score > 0),31.0,18.5946,True,False,2026-03-16,10.765,
UI,2025-11-03,2025-11-10,784.84,629.35,-19.9719,-1.5887,5,1,1 wk,rank drift (score > 0),33.0,12.1963,True,False,2026-03-09,729.22,
ASTS,2025-11-03,2025-11-10,80.36,71.31,-11.4391,-0.7659,5,1,1 wk,rank drift (score > 0),35.0,3.5125,True,True,2025-12-08,74.99,0.3462
APLD,2025-09-15,2025-11-10,19.105,32.17,30.2449,4.2292,40,8,4–8 wk,sector cap displacement,11.0,44.7779,False,False,2026-01-12,36.655,
AMD,2025-10-27,2025-11-10,257.88,242.135,-6.2932,-0.5563,10,2,2–3 wk,sector cap displacement,13.0,43.3861,True,True,2025-11-17,242.745,0.0401
GOOGL,2025-11-03,2025-11-17,281.44,285.03,1.0732,0.1886,10,2,2–3 wk,rank drift (score > 0),15.0,34.2381,False,True,2025-11-24,310.32,1.2594
CIFR,2025-11-10,2025-11-17,21.868,14.079,-35.7469,-1.1296,5,1,1 wk,rank drift (score > 0),18.0,24.3983,True,True,2025-12-01,19.33,0.7688
LRCX,2025-11-10,2025-11-17,163.8,146.63,-10.6612,-0.9292,5,1,1 wk,rank drift (score > 0),13.0,37.2978,True,False,2025-12-22,175.16,
HAL,2025-11-10,2025-11-24,27.23,25.24,-7.4933,-0.6783,10,2,2–3 wk,rank drift (score > 0),11.0,31.3421,True,True,2025-12-15,28.18,0.9639
MDB,2025-11-10,2025-11-24,363.32,325.05,-10.7122,-0.4923,10,2,2–3 wk,rank drift (score > 0),13.0,28.5053,True,True,2025-12-08,413.0,1.0966
AMD,2025-11-17,2025-11-24,242.745,207.16,-14.8299,-0.7345,5,1,1 wk,rank drift (score > 0),17.0,11.1198,True,False,2026-04-20,280.6,
U,2025-11-24,2025-12-01,39.32,42.77,8.5568,0.4029,4,1,1 wk,sector cap displacement,11.0,47.0818,False,True,2025-12-15,46.5,0.4437
SLB,2025-11-24,2025-12-01,35.14,35.38,0.4818,0.0543,4,1,1 wk,rank drift (score > 0),24.0,20.5341,False,True,2025-12-15,38.77,1.0787
CIFR,2025-12-01,2025-12-08,19.33,19.89,2.6915,0.0723,5,1,1 wk,rank drift (score > 0),15.0,42.676,False,False,,,
BKR,2025-11-10,2025-12-08,47.82,48.55,0.9712,0.1487,19,4,4–8 wk,rank drift (score > 0),19.0,35.3693,False,False,2026-01-20,51.1,
AAPL,2025-11-17,2025-12-08,268.09,277.37,2.9545,0.474,14,3,2–3 wk,rank drift (score > 0),14.0,43.342,False,False,2026-07-20,333.22,
MCK,2025-11-10,2025-12-08,839.6,802.75,-4.9192,-0.7071,19,4,4–8 wk,rank drift (score > 0),31.0,10.626,True,False,2026-02-09,947.16,
GOOGL,2025-11-24,2025-12-15,310.32,310.71,-0.9806,-0.1489,14,3,2–3 wk,rank drift (score > 0),14.0,43.8183,False,True,2026-01-05,317.04,0.34
BIIB,2025-11-10,2025-12-15,155.41,173.67,6.2479,1.1251,24,5,4–8 wk,rank drift (score > 0),17.0,41.1351,False,True,2025-12-29,177.0,0.2852
AVGO,2025-12-01,2025-12-15,391.94,359.22,-8.9207,-0.8043,10,2,2–3 wk,rank drift (score > 0),30.0,11.2231,True,False,,,
MRVL,2025-12-08,2025-12-15,90.32,84.75,-6.3544,-0.5447,5,1,1 wk,rank drift (score > 0),28.0,13.3584,True,False,2026-03-09,87.86,
APP,2025-12-08,2025-12-15,697.675,682.57,-2.3605,-0.1811,5,1,1 wk,rank drift (score > 0),13.0,45.1376,True,True,2025-12-22,731.97,0.5676
U,2025-12-15,2025-12-22,46.5,47.08,1.045,0.0747,5,1,1 wk,sector cap displacement,5.0,56.3128,False,False,2026-08-10,42.74,
SLB,2025-12-15,2025-12-22,38.77,37.83,-2.6195,-0.4321,5,1,1 wk,rank drift (score > 0),24.0,18.2464,True,True,2026-01-05,42.31,1.8874
HAL,2025-12-15,2025-12-22,28.18,27.63,-2.1476,-0.2678,5,1,1 wk,rank drift (score > 0),20.0,29.4516,True,True,2026-01-05,31.56,1.7171
RDDT,2025-12-22,2025-12-29,235.95,225.15,-4.7679,-0.3949,4,1,1 wk,rank drift (score > 0),33.0,11.5035,True,False,2026-07-06,197.96,
RKLB,2025-12-15,2025-12-29,63.052,69.5,10.0062,0.6296,9,2,2–3 wk,rank drift (score > 0),13.0,41.5469,False,True,2026-01-05,74.62,0.456
ASTS,2025-12-08,2025-12-29,74.99,70.64,-6.4102,-0.306,14,3,2–3 wk,rank drift (score > 0),22.0,28.8243,True,True,2026-01-05,82.03,0.7271
APP,2025-12-22,2026-01-05,731.97,617.7,-15.7799,-1.2947,8,2,2–3 wk,rank drift (score > 0),38.0,2.6724,True,False,2026-06-01,615.2,
CVNA,2025-12-29,2026-01-05,87.18,80.52,-7.8239,-0.5393,4,1,1 wk,rank drift (score > 0),32.0,9.4653,True,True,2026-01-26,94.92,1.1662
MDB,2025-12-08,2026-01-05,413.0,404.01,-3.0352,-0.1858,18,4,4–8 wk,rank drift (score > 0),17.0,34.9272,True,False,,,
TWLO,2025-12-15,2026-01-05,134.75,136.21,0.1829,0.0518,13,3,2–3 wk,rank drift (score > 0),14.0,36.7701,False,False,2026-03-09,125.5,
SHOP,2025-12-29,2026-01-05,169.75,158.84,-6.6141,-0.6585,4,1,1 wk,rank drift (score > 0),39.0,0.685,True,False,2026-08-10,150.44,
LRCX,2025-12-22,2026-01-12,175.16,215.48,22.7732,1.8008,13,3,2–3 wk,rank drift (score > 0),11.0,50.8611,False,True,2026-01-20,217.56,0.0977
ASTS,2026-01-05,2026-01-20,82.03,113.1,37.6009,1.3282,10,2,2–3 wk,rank drift (score > 0),16.0,44.8501,False,True,2026-02-02,109.89,-0.122
MRK,2025-11-17,2026-01-20,90.57,105.92,11.3606,2.2909,42,8,4–8 wk,rank drift (score > 0),12.0,50.6599,False,True,2026-01-26,105.62,-0.0137
BIIB,2025-12-29,2026-01-20,177.0,161.51,-9.274,-1.5345,14,3,2–3 wk,rank drift (score > 0),31.0,12.0435,True,True,2026-02-02,179.3,1.656
REGN,2025-11-10,2026-01-20,652.65,726.59,4.0261,1.1337,47,9,9+ wk,rank drift (score > 0),28.0,15.8997,False,True,2026-02-17,800.38,1.1155
GOOGL,2026-01-05,2026-01-20,317.04,320.25,0.5034,0.0765,10,2,2–3 wk,rank drift (score > 0),21.0,34.6021,False,True,2026-02-02,335.57,0.7388
LRCX,2026-01-20,2026-01-26,217.56,218.33,0.1534,0.0152,4,1,1 wk,rank drift (score > 0),12.0,51.1066,False,True,2026-02-02,232.64,0.6466
UMAC,2026-01-20,2026-01-26,17.26,16.5,-4.5942,-0.2017,4,1,1 wk,rank drift (score > 0),20.0,40.4549,True,False,2026-03-09,18.5,
APLD,2026-01-12,2026-02-02,36.655,33.445,-8.3041,-0.2899,14,3,2–3 wk,rank drift (score > 0),19.0,35.9377,True,False,,,
RKLB,2026-01-05,2026-02-02,74.62,79.16,4.5823,0.2274,19,4,4–8 wk,rank drift (score > 0),15.0,45.0151,False,False,2026-04-20,84.85,
MU,2025-11-10,2026-02-02,247.71,411.94,56.5348,3.7923,56,11,9+ wk,rank drift (score > 0),12.0,48.6752,False,True,2026-02-17,400.72,-0.174
CVNA,2026-01-26,2026-02-02,94.92,78.24,-17.7374,-1.2417,5,1,1 wk,rank drift (score > 0),26.0,13.5897,True,False,,,
IREN,2026-01-20,2026-02-02,54.95,52.35,-4.9219,-0.1921,9,2,2–3 wk,rank drift (score > 0),13.0,47.6119,True,False,2026-05-11,54.97,
LRCX,2026-02-02,2026-02-09,232.64,228.33,-2.0487,-0.1265,5,1,1 wk,rank drift (score > 0),13.0,49.9761,True,True,2026-02-23,244.62,0.4266
ASTS,2026-02-02,2026-02-09,109.89,100.505,-8.7231,-0.2468,5,1,1 wk,rank drift (score > 0),12.0,50.7227,True,False,2026-03-23,90.39,
GOOGL,2026-02-02,2026-02-09,335.57,320.31,-4.7382,-0.5822,5,1,1 wk,rank drift (score > 0),18.0,30.2401,True,False,2026-04-20,340.33,
ENPH,2026-02-09,2026-02-17,50.01,43.29,-13.6103,-0.5148,5,1,1 wk,rank drift (score > 0),14.0,43.9052,True,False,,,
NOC,2026-02-02,2026-02-17,676.74,694.09,2.2399,0.2892,10,2,2–3 wk,rank drift (score > 0),11.0,59.2069,False,True,2026-02-23,714.85,0.4006
BIIB,2026-02-02,2026-02-23,179.3,191.82,6.6266,0.8237,14,3,2–3 wk,rank drift (score > 0),11.0,54.9145,False,True,2026-03-02,190.22,-0.0629
REGN,2026-02-17,2026-02-23,800.38,775.51,-3.3009,-0.3809,4,1,1 wk,rank drift (score > 0),13.0,49.5299,True,True,2026-03-02,769.05,-0.0704
LRCX,2026-02-23,2026-03-02,244.62,228.6,-6.7356,-0.453,5,1,1 wk,rank drift (score > 0),13.0,33.3723,True,True,2026-03-23,229.98,0.0491
MU,2026-02-17,2026-03-02,400.72,401.24,-0.0703,-0.0022,9,2,2–3 wk,rank drift (score > 0),12.0,41.683,False,True,2026-03-16,445.9,0.549
BIIB,2026-03-02,2026-03-09,190.22,183.91,-3.5104,-0.3363,5,1,1 wk,rank drift (score > 0),11.0,32.4673,True,True,2026-03-30,186.16,0.1384
MRK,2026-01-26,2026-03-09,105.62,112.65,4.8686,0.8098,29,6,4–8 wk,rank drift (score > 0),12.0,29.3715,False,True,2026-03-16,113.84,0.1693
REGN,2026-03-02,2026-03-09,769.05,757.84,-1.6545,-0.1931,5,1,1 wk,rank drift (score > 0),16.0,23.1649,True,False,2026-08-03,768.64,
SLB,2026-01-05,2026-03-09,42.31,46.38,6.9848,1.4752,43,9,9+ wk,rank drift (score > 0),17.0,20.2564,False,True,2026-03-30,53.74,1.4069
MRVL,2026-03-09,2026-03-16,87.86,89.08,1.186,0.0913,5,1,1 wk,sector cap displacement,9.0,36.8615,False,True,2026-03-23,89.39,0.0432
BKR,2026-01-20,2026-03-16,51.1,54.09,1.0012,1.0781,38,8,4–8 wk,rank drift (score > 0),25.0,3.9291,False,True,2026-03-23,61.2,1.6265
TWLO,2026-03-09,2026-03-16,125.5,125.15,-0.4781,-0.0434,5,1,1 wk,sector cap displacement,10.0,31.6466,True,True,2026-04-06,134.08,0.6708
MCK,2026-02-09,2026-03-23,947.16,894.23,-5.0334,-0.5057,29,6,4–8 wk,rank drift (score > 0),20.0,3.8436,True,False,2026-07-27,840.98,
NVTS,2026-03-16,2026-03-23,10.765,9.08,-15.8211,-0.5865,5,1,1 wk,rank drift (score > 0),16.0,14.4922,True,False,2026-05-04,17.73,
UMAC,2026-03-09,2026-03-23,18.5,15.23,-17.8402,-0.5655,10,2,2–3 wk,rank drift (score > 0),13.0,20.3746,True,False,2026-06-08,27.82,
MRK,2026-03-16,2026-03-23,113.84,114.66,0.5191,0.0967,5,1,1 wk,rank drift (score > 0),17.0,14.0171,False,True,2026-03-30,119.0,0.763
ASTS,2026-03-23,2026-03-30,90.39,79.536,-12.1838,-0.2416,5,1,1 wk,rank drift (score > 0),18.0,8.8864,True,True,2026-04-06,93.935,0.3192
LMT,2026-01-20,2026-03-30,569.68,613.2,3.0871,1.2715,48,10,9+ wk,rank drift (score > 0),12.0,20.3746,False,False,2026-07-27,578.3,
LRCX,2026-03-23,2026-03-30,229.98,214.18,-7.0562,-0.2795,5,1,1 wk,rank drift (score > 0),20.0,7.3806,True,True,2026-04-13,262.66,0.8417
NOC,2026-02-23,2026-03-30,714.85,682.91,-5.4734,-0.5303,25,5,4–8 wk,rank drift (score > 0),15.0,17.2976,True,True,2026-04-06,694.77,0.137
MU,2026-03-16,2026-03-30,445.9,362.6,-18.8438,-0.7738,10,2,2–3 wk,rank drift (score > 0),14.0,18.8889,True,True,2026-04-27,510.48,1.1542
BKR,2026-03-23,2026-04-06,61.2,59.87,-2.3687,-0.0956,9,2,2–3 wk,rank drift (score > 0),14.0,29.5928,True,True,2026-04-13,62.25,0.2298
BIIB,2026-03-30,2026-04-06,186.16,177.0,-5.1105,-0.2892,4,1,1 wk,rank drift (score > 0),26.0,4.1151,True,False,2026-06-08,197.25,
SLB,2026-03-30,2026-04-06,53.74,48.89,-9.2067,-0.4491,4,1,1 wk,rank drift (score > 0),12.0,33.5068,True,True,2026-04-13,51.66,0.2598
NOC,2026-04-06,2026-04-13,694.77,671.7,-3.5137,-0.2446,5,1,1 wk,rank drift (score > 0),28.0,10.1684,True,False,,,
TWLO,2026-04-06,2026-04-13,134.08,118.14,-12.0645,-0.5683,5,1,1 wk,score <= 0,,-13.2378,True,False,2026-05-18,197.0,
NFLX,2026-03-30,2026-04-13,92.75,103.032,10.7295,0.5632,9,2,2–3 wk,rank drift (score > 0),20.0,28.7066,False,False,,,
BKR,2026-04-13,2026-04-20,62.25,59.25,-5.0094,-0.6607,5,1,1 wk,rank drift (score > 0),35.0,13.2629,True,True,2026-04-27,69.51,2.1635
LRCX,2026-04-13,2026-04-20,262.66,266.63,1.3086,0.0949,5,1,1 wk,sector cap displacement,9.0,53.1712,False,False,2026-06-29,382.6,
MRK,2026-03-30,2026-04-20,119.0,117.61,-1.5433,-0.3002,14,3,2–3 wk,rank drift (score > 0),34.0,14.7222,True,False,2026-06-08,119.28,
ASTS,2026-04-06,2026-04-20,93.935,74.1,-20.872,-0.8862,10,2,2–3 wk,score <= 0,,-26.8577,True,False,2026-06-01,108.67,
ARM,2026-03-30,2026-04-20,144.1,167.415,14.4411,1.0591,14,3,2–3 wk,sector cap displacement,6.0,56.4555,False,True,2026-04-27,224.49,2.8121
UI,2026-03-09,2026-04-27,729.22,1025.22,25.9671,2.1745,34,7,4–8 wk,sector cap displacement,13.0,51.6667,False,False,,,
AMD,2026-04-20,2026-04-27,280.6,346.32,23.1746,1.6642,5,1,1 wk,sector cap displacement,7.0,58.3333,False,True,2026-05-04,360.31,0.3549
RKLB,2026-04-20,2026-04-27,84.85,79.69,-6.269,-0.3217,5,1,1 wk,rank drift (score > 0),28.0,26.4341,True,True,2026-05-11,105.27,1.47
ANET,2026-04-20,2026-05-04,165.0,175.68,6.26,0.5067,10,2,2–3 wk,sector cap displacement,14.0,53.635,False,False,,,
ARM,2026-04-27,2026-05-04,224.49,212.5,-5.5301,-0.3427,5,1,1 wk,sector cap displacement,5.0,64.6795,True,True,2026-06-01,389.95,4.7679
BKR,2026-04-27,2026-05-11,69.51,63.75,-8.3377,-1.1675,10,2,2–3 wk,rank drift (score > 0),33.0,22.9286,True,True,2026-05-26,65.82,0.418
SLB,2026-04-13,2026-05-11,51.66,53.11,1.7111,0.282,20,4,4–8 wk,rank drift (score > 0),31.0,23.185,False,True,2026-05-18,54.58,0.3542
AMZN,2026-04-20,2026-05-18,249.19,263.865,2.8057,0.6223,20,4,4–8 wk,rank drift (score > 0),26.0,29.2559,False,True,2026-05-26,267.94,0.3236
AMD,2026-05-04,2026-05-18,360.31,429.5,18.9647,1.3148,10,2,2–3 wk,sector cap displacement,5.0,65.3607,False,True,2026-05-26,484.74,0.9204
IREN,2026-05-11,2026-05-18,54.97,53.085,-3.6221,-0.2096,5,1,1 wk,rank drift (score > 0),30.0,25.8522,True,True,2026-05-26,59.68,0.6853
GOOGL,2026-04-20,2026-05-26,340.33,384.03,9.6466,2.0217,25,5,4–8 wk,rank drift (score > 0),32.0,23.4603,False,False,,,
VRT,2026-02-09,2026-05-26,196.65,340.91,21.3206,2.9564,73,15,9+ wk,rank drift (score > 0),37.0,19.0649,False,True,2026-06-22,338.8,-0.0342
TWLO,2026-05-18,2026-05-26,197.0,188.0,-4.7592,-0.3809,5,1,1 wk,sector cap displacement,16.0,50.0591,True,True,2026-06-08,225.63,1.5043
UNH,2026-05-18,2026-05-26,385.41,381.46,-1.2226,-0.1839,5,1,1 wk,rank drift (score > 0),25.0,30.6762,True,True,2026-06-08,392.46,0.4473
MRVL,2026-03-23,2026-05-26,89.39,211.19,77.0017,5.7269,44,9,9+ wk,sector cap displacement,8.0,65.3457,False,True,2026-06-08,288.62,3.1142
HAL,2026-01-05,2026-06-01,31.56,38.99,4.5193,2.679,101,20,9+ wk,score <= 0,,-3.6752,False,False,,,
BKR,2026-05-26,2026-06-01,65.82,63.38,-3.8995,-0.5961,4,1,1 wk,score <= 0,,-9.6745,True,False,,,
SLB,2026-05-18,2026-06-01,54.58,54.47,-0.5561,-0.0835,9,2,2–3 wk,rank drift (score > 0),47.0,5.2162,True,True,2026-06-08,55.29,0.2509
AMD,2026-05-26,2026-06-01,484.74,500.16,2.9749,0.2162,4,1,1 wk,sector cap displacement,6.0,65.4299,False,False,2026-07-06,535.35,
MU,2026-04-27,2026-06-08,510.48,938.12,80.6226,4.7872,29,6,4–8 wk,sector cap displacement,5.0,59.188,False,True,2026-06-22,1196.03,2.4065
ASTS,2026-06-01,2026-06-08,108.67,97.13,-10.7979,-0.7179,5,1,1 wk,rank drift (score > 0),38.0,6.1727,True,False,,,
IREN,2026-05-26,2026-06-08,59.68,56.6,-6.2495,-0.4363,9,2,2–3 wk,rank drift (score > 0),32.0,14.55,True,True,2026-06-15,62.32,0.7422
ALAB,2026-05-26,2026-06-08,315.0,330.5,3.6504,0.2796,9,2,2–3 wk,sector cap displacement,6.0,58.2303,False,True,2026-06-15,382.5,1.3915
AFRM,2026-06-01,2026-06-08,73.97,64.01,-13.6378,-1.7618,5,1,1 wk,rank drift (score > 0),41.0,1.9168,True,True,2026-06-22,74.02,1.9257
AMZN,2026-05-26,2026-06-08,267.94,246.68,-7.9638,-2.0639,9,2,2–3 wk,score <= 0,,-19.5752,True,False,2026-08-10,274.01,
ARM,2026-06-01,2026-06-08,389.95,354.0,-9.4005,-0.7372,5,1,1 wk,sector cap displacement,7.0,58.0078,True,True,2026-06-15,390.5,0.8138
APP,2026-06-01,2026-06-15,615.2,509.5,-17.3469,-1.6811,10,2,2–3 wk,score <= 0,,-10.7353,True,False,,,
TWLO,2026-06-08,2026-06-15,225.63,208.0,-7.9979,-0.5811,5,1,1 wk,sector cap displacement,15.0,46.3336,True,False,2026-08-31,234.69,
RKLB,2026-05-11,2026-06-15,105.27,107.96,-5.4255,0.1315,24,5,4–8 wk,rank drift (score > 0),33.0,6.463,False,False,,,
NVTS,2026-05-04,2026-06-15,17.73,25.15,19.6736,1.9811,29,6,4–8 wk,sector cap displacement,12.0,49.6141,False,False,,,
UMAC,2026-06-08,2026-06-15,27.82,25.71,-7.7691,-0.2418,5,1,1 wk,sector cap displacement,11.0,50.3343,True,False,2026-08-17,32.55,
BIIB,2026-06-08,2026-06-22,197.25,199.48,0.9285,0.1424,9,2,2–3 wk,rank drift (score > 0),32.0,15.323,False,True,2026-06-29,215.74,1.2694
IREN,2026-06-15,2026-06-22,62.32,60.68,-2.8261,-0.1401,4,1,1 wk,rank drift (score > 0),25.0,29.9045,True,False,,,
MRK,2026-06-08,2026-06-22,119.28,113.3,-5.2032,-0.989,9,2,2–3 wk,score <= 0,,-19.8165,True,True,2026-06-29,126.9,2.2106
SLB,2026-06-08,2026-06-22,55.29,48.15,-13.0852,-1.9529,9,2,2–3 wk,score <= 0,,-17.867,True,False,2026-07-27,52.03,
FTNT,2026-06-15,2026-06-22,146.32,146.355,-0.1759,-0.0159,4,1,1 wk,sector cap displacement,12.0,52.5566,False,True,2026-06-29,152.974,0.4292
RCL,2026-06-22,2026-06-29,309.39,317.12,2.2937,0.3025,5,1,1 wk,rank drift (score > 0),22.0,22.7765,False,False,2026-08-03,325.76,
VRT,2026-06-22,2026-06-29,338.8,304.58,-10.28,-1.1468,5,1,1 wk,score <= 0,,-4.9447,True,False,,,
ALAB,2026-06-15,2026-06-29,382.5,403.08,3.4108,0.2096,9,2,2–3 wk,sector cap displacement,5.0,58.1624,False,True,2026-07-13,403.51,0.0202
MRVL,2026-06-08,2026-06-29,288.62,272.34,-7.3091,-0.4217,14,3,2–3 wk,sector cap displacement,8.0,56.5372,True,False,,,
ARM,2026-06-15,2026-06-29,390.5,336.25,-15.7195,-0.9033,9,2,2–3 wk,sector cap displacement,15.0,44.8253,True,False,,,
LRCX,2026-06-29,2026-07-06,382.6,364.95,-4.8038,-0.3641,4,1,1 wk,rank drift (score > 0),15.0,37.5943,True,False,,,
MU,2026-06-22,2026-07-06,1196.03,1007.0,-15.973,-0.9411,9,2,2–3 wk,rank drift (score > 0),14.0,37.6621,True,False,,,
MRK,2026-06-29,2026-07-06,126.9,128.55,1.0978,0.1904,4,1,1 wk,rank drift (score > 0),18.0,31.6491,False,False,,,
PANW,2026-06-29,2026-07-13,309.83,325.105,4.7205,0.4832,9,2,2–3 wk,sector cap displacement,8.0,54.418,False,True,2026-07-20,354.72,0.9627
BIIB,2026-06-29,2026-07-13,215.74,199.33,-7.798,-1.1972,9,2,2–3 wk,rank drift (score > 0),36.0,10.3092,True,True,2026-07-20,204.08,0.3664
HOOD,2026-06-15,2026-07-20,98.72,102.49,0.9515,0.0926,23,5,4–8 wk,rank drift (score > 0),30.0,8.9756,False,False,,,
ALAB,2026-07-13,2026-07-20,403.51,309.39,-23.4785,-1.3383,5,1,1 wk,rank drift (score > 0),27.0,9.3992,True,False,,,
RDDT,2026-07-06,2026-07-20,197.96,179.0,-9.8058,-0.781,10,2,2–3 wk,rank drift (score > 0),28.0,9.3703,True,False,,,
AMD,2026-07-06,2026-07-20,535.35,516.995,-3.6501,-0.2618,10,2,2–3 wk,sector cap displacement,16.0,28.3434,True,False,2026-09-14,486.28,
TEM,2026-07-13,2026-07-20,57.64,49.78,-13.8089,-1.0991,5,1,1 wk,rank drift (score > 0),38.0,1.7107,True,False,,,
CVLT,2026-07-06,2026-07-20,149.98,147.27,-2.0517,-0.2544,10,2,2–3 wk,sector cap displacement,6.0,49.9233,True,True,2026-07-27,145.8,-0.1046
AFRM,2026-06-22,2026-07-27,74.02,72.03,-4.8144,-0.0005,24,5,4–8 wk,score <= 0,,-7.4384,True,False,,,
FTNT,2026-06-29,2026-07-27,152.974,157.13,2.244,0.3165,19,4,4–8 wk,sector cap displacement,7.0,39.7989,False,True,2026-08-03,163.305,0.3263
META,2026-07-20,2026-07-27,646.19,606.74,-6.2926,-0.6222,5,1,1 wk,score <= 0,,-19.9397,True,False,,,
HIMS,2026-06-22,2026-07-27,34.63,28.73,-17.2065,-1.031,24,5,4–8 wk,score <= 0,,-13.3019,True,False,,,
BIIB,2026-07-20,2026-08-03,204.08,203.34,-0.5617,-0.0653,10,2,2–3 wk,rank drift (score > 0),21.0,27.544,True,True,2026-08-10,206.7,0.1672
AAPL,2026-07-20,2026-08-03,333.22,309.31,-7.3609,-0.9245,10,2,2–3 wk,rank drift (score > 0),30.0,17.4535,True,False,,,
UNH,2026-06-08,2026-08-03,392.46,414.88,2.8681,1.2194,38,8,4–8 wk,rank drift (score > 0),17.0,32.3819,False,False,,,
CVLT,2026-07-27,2026-08-03,145.8,119.7,-18.0653,-1.5093,5,1,1 wk,rank drift (score > 0),35.0,8.3585,True,False,,,
SLB,2026-07-27,2026-08-03,52.03,48.77,-6.4529,-0.6147,5,1,1 wk,rank drift (score > 0),37.0,3.2152,True,True,2026-08-31,57.88,1.7304
FTNT,2026-08-03,2026-08-10,163.305,159.9,-2.2807,-0.1794,5,1,1 wk,sector cap displacement,15.0,37.6144,True,False,,,
LMT,2026-07-27,2026-08-10,578.3,588.13,1.454,0.1852,10,2,2–3 wk,rank drift (score > 0),23.0,32.4535,False,True,2026-08-17,601.78,0.3283
RCL,2026-08-03,2026-08-10,325.76,313.14,-4.0661,-0.3844,5,1,1 wk,rank drift (score > 0),21.0,33.4113,True,False,,,
MCK,2026-07-27,2026-08-10,840.98,872.11,3.335,0.4473,10,2,2–3 wk,rank drift (score > 0),24.0,29.3414,False,False,,,
GTLB,2026-08-03,2026-08-10,35.62,38.476,7.8021,0.5287,5,1,1 wk,sector cap displacement,8.0,48.3874,False,False,,,
SNOW,2026-07-20,2026-08-17,267.12,327.77,19.8047,0.9511,20,4,4–8 wk,sector cap displacement,8.0,51.9231,False,True,2026-09-08,333.59,0.1109
AMZN,2026-08-10,2026-08-17,274.01,265.44,-3.3212,-0.3735,5,1,1 wk,rank drift (score > 0),54.0,3.9367,True,False,,,
PANW,2026-07-20,2026-08-17,354.72,383.25,8.2874,0.6433,20,4,4–8 wk,sector cap displacement,6.0,54.8152,False,False,,,
LMT,2026-08-17,2026-08-24,601.78,560.04,-7.122,-1.0364,5,1,1 wk,rank drift (score > 0),47.0,3.4414,True,False,,,
UMAC,2026-08-17,2026-08-24,32.55,26.6,-18.4428,-0.5107,5,1,1 wk,sector cap displacement,12.0,46.7257,True,False,,,
BIIB,2026-08-10,2026-08-31,206.7,216.47,4.4589,0.5875,15,3,2–3 wk,rank drift (score > 0),22.0,34.9862,False,True,2026-09-08,215.45,-0.0343
U,2026-08-10,2026-08-31,42.74,43.46,1.1645,0.1161,15,3,2–3 wk,sector cap displacement,14.0,46.2456,False,False,,,
REGN,2026-08-03,2026-08-31,768.64,782.44,-0.0927,-0.0063,20,4,4–8 wk,rank drift (score > 0),30.0,22.6559,False,True,2026-09-08,814.36,0.6864
DASH,2026-08-03,2026-09-08,200.45,208.94,1.1122,0.1321,25,5,4–8 wk,rank drift (score > 0),37.0,12.6546,False,False,,,
SHOP,2026-08-10,2026-09-08,150.44,141.705,-5.9919,-0.591,20,4,4–8 wk,rank drift (score > 0),31.0,19.2559,True,False,,,
TWLO,2026-08-31,2026-09-08,234.69,229.03,-2.6067,-0.1994,5,1,1 wk,sector cap displacement,11.0,49.3778,True,False,,,
REGN,2026-09-08,2026-09-14,814.36,791.98,-2.9425,-0.4814,4,1,1 wk,rank drift (score > 0),26.0,20.8245,True,False,,,
SNOW,2026-09-08,2026-09-14,333.59,329.0,-1.573,-0.1507,4,1,1 wk,sector cap displacement,8.0,46.6403,True,False,,,
SLB,2026-08-31,2026-09-21,57.88,51.12,-11.5667,-1.5626,14,3,2–3 wk,score <= 0,,-16.0219,True,False,,,
VEEV,2026-08-24,2026-09-21,247.06,260.0,4.3889,0.6286,19,4,4–8 wk,sector cap displacement,22.0,35.8346,False,False,,,
BIIB,2026-09-08,2026-09-21,215.45,216.14,0.0062,0.0008,9,2,2–3 wk,rank drift (score > 0),30.0,23.1687,False,False,,,
AMD,2026-09-14,2026-09-21,486.28,583.88,19.8308,1.5115,5,1,1 wk,sector cap displacement,7.0,54.4545,False,False,,,
