Symbol,Entry,Exit,Entry_Open,Exit_Open,Return_net_%,PnL_%_of_equity_at_entry,Sessions,Weeks,Hold bucket,Reason,Exit_Rank,Exit_Score,Below_buy_price_raw,Rebought_4w,Next_Entry,Next_Entry_Open,Churn_cost_%_equity
AVAV,2023-04-03,2023-04-17,91.67,105.84,15.2269,2.5011,9,2,2–3 wk,rank drift (score > 0),28.0,29.9524,False,True,2023-04-24,102.48,-0.3653
NVDA,2023-02-27,2023-04-17,23.59,26.48,6.4295,0.3422,34,7,4–8 wk,sector cap displacement,10.0,51.9397,False,True,2023-05-01,27.75,0.4083
SMCI,2023-04-17,2023-04-24,10.92,9.751,-10.8835,-0.9613,5,1,1 wk,rank drift (score > 0),26.0,27.5896,True,True,2023-05-08,13.6,3.1902
FTNT,2023-04-17,2023-04-24,68.36,67.08,-2.0685,-0.3371,5,1,1 wk,sector cap displacement,8.0,44.0476,True,False,2024-08-19,74.69,
MARA,2023-04-17,2023-04-24,11.05,9.02,-18.5341,-0.7851,5,1,1 wk,rank drift (score > 0),38.0,12.035,True,False,2023-06-26,12.55,
GOOGL,2023-04-10,2023-04-24,105.97,104.5,-1.046,-0.1589,10,2,2–3 wk,rank drift (score > 0),27.0,27.3129,True,True,2023-05-15,115.02,1.5712
REGN,2023-03-27,2023-04-24,813.7,792.95,-3.2723,-0.7791,19,4,4–8 wk,rank drift (score > 0),33.0,23.2161,True,False,2023-10-09,827.17,
APP,2023-04-17,2023-04-24,16.41,16.53,0.53,0.038,5,1,1 wk,rank drift (score > 0),24.0,33.5062,False,True,2023-05-01,16.97,0.211
IONQ,2023-04-24,2023-05-01,6.28,5.53,-12.1186,-0.7471,5,1,1 wk,rank drift (score > 0),26.0,30.4673,True,True,2023-05-22,9.01,3.4867
CIFR,2023-03-20,2023-05-01,2.33,2.25,-4.2764,-0.1249,29,6,4–8 wk,sector cap displacement,9.0,50.4715,True,False,2023-07-10,3.885,
CRM,2023-04-24,2023-05-01,194.73,194.06,-0.5432,-0.0829,5,1,1 wk,sector cap displacement,11.0,48.564,True,False,,,
NVTS,2023-04-24,2023-05-01,6.84,5.35,-21.9399,-1.6075,5,1,1 wk,score <= 0,,-18.8226,True,False,2023-06-05,8.89,
AVAV,2023-04-24,2023-05-01,102.48,101.07,-1.5729,-0.2441,5,1,1 wk,rank drift (score > 0),30.0,28.3882,True,False,2023-09-25,111.83,
SHOP,2023-04-24,2023-05-01,48.85,48.13,-1.6708,-0.145,5,1,1 wk,rank drift (score > 0),25.0,32.0675,True,True,2023-05-08,61.6,2.4516
IREN,2023-04-17,2023-05-08,4.22,3.68,-12.9704,-0.371,15,3,2–3 wk,rank drift (score > 0),25.0,31.1746,True,False,2024-06-03,8.245,
BIIB,2023-05-01,2023-05-08,305.75,317.48,3.629,0.7178,5,1,1 wk,rank drift (score > 0),22.0,35.0618,False,False,2025-10-27,150.07,
MSTR,2023-05-01,2023-05-08,31.97,31.09,-2.9469,-0.1529,5,1,1 wk,sector cap displacement,6.0,53.2948,True,False,2023-10-30,42.27,
APP,2023-05-01,2023-05-08,16.97,17.2,1.1528,0.0692,5,1,1 wk,rank drift (score > 0),24.0,31.998,False,True,2023-05-15,21.55,1.5272
SHOP,2023-05-08,2023-05-15,61.6,60.76,-1.5607,-0.0946,5,1,1 wk,rank drift (score > 0),15.0,42.1663,True,True,2023-05-22,60.21,-0.0422
HIMS,2023-04-03,2023-05-15,9.92,10.79,9.1724,1.0793,29,6,4–8 wk,rank drift (score > 0),27.0,23.8829,False,False,2024-02-12,9.9,
MRK,2023-04-24,2023-05-15,104.12,105.47,1.0942,0.223,15,3,2–3 wk,rank drift (score > 0),26.0,28.7527,False,False,2024-04-22,117.21,
UBER,2023-05-08,2023-05-15,37.82,38.34,1.1724,0.1113,5,1,1 wk,rank drift (score > 0),22.0,37.6789,False,True,2023-05-22,39.13,0.2177
RCL,2023-05-08,2023-05-15,74.03,72.62,-2.1006,-0.2099,5,1,1 wk,rank drift (score > 0),19.0,40.4604,True,True,2023-06-05,83.32,1.4651
MSFT,2023-05-01,2023-05-15,298.66,300.73,0.4719,0.0715,10,2,2–3 wk,sector cap displacement,9.0,51.7327,False,False,2023-10-30,325.78,
AMD,2023-05-15,2023-05-22,95.2,104.68,9.7383,1.0063,5,1,1 wk,sector cap displacement,9.0,54.2201,False,False,2024-01-16,150.36,
MDB,2023-05-01,2023-05-22,237.0,275.18,15.8777,1.13,15,3,2–3 wk,sector cap displacement,8.0,56.5898,False,True,2023-06-05,379.22,2.8585
JOBY,2023-05-15,2023-05-22,4.68,5.21,11.1024,0.8389,5,1,1 wk,rank drift (score > 0),27.0,35.001,False,True,2023-06-05,5.72,0.7818
DASH,2023-05-15,2023-05-22,66.27,66.56,0.2369,0.022,5,1,1 wk,rank drift (score > 0),23.0,40.7821,False,False,2023-07-31,90.11,
AMZN,2023-05-15,2023-05-30,111.15,122.37,9.2955,1.5222,10,2,2–3 wk,rank drift (score > 0),22.0,38.5981,False,False,2023-08-07,140.99,
UBER,2023-05-22,2023-05-30,39.13,38.73,-1.22,-0.1484,5,1,1 wk,rank drift (score > 0),23.0,37.9427,True,True,2023-06-26,43.75,1.4595
SHOP,2023-05-22,2023-06-05,60.21,58.04,-3.9264,-0.4024,9,2,2–3 wk,rank drift (score > 0),25.0,34.5216,True,False,2023-07-17,68.6,
NFLX,2023-05-30,2023-06-05,39.75,40.05,0.5534,0.0833,4,1,1 wk,rank drift (score > 0),27.0,33.3932,False,False,2023-10-30,40.24,
IONQ,2023-05-22,2023-06-05,9.01,9.46,4.7847,0.2745,9,2,2–3 wk,sector cap displacement,6.0,56.8527,False,True,2023-06-12,10.65,0.6997
GOOGL,2023-05-15,2023-06-05,115.02,122.84,4.3524,0.9932,14,3,2–3 wk,rank drift (score > 0),37.0,27.8008,False,False,2023-08-14,128.17,
SMCI,2023-05-08,2023-06-05,13.6,21.91,60.7811,3.3858,19,4,4–8 wk,sector cap displacement,5.0,58.4031,False,True,2023-06-12,26.47,1.2815
NVDA,2023-05-01,2023-06-12,27.75,39.08,30.7217,4.6432,29,6,4–8 wk,sector cap displacement,6.0,57.9998,False,True,2023-06-20,42.87,1.1133
APP,2023-05-15,2023-06-12,21.55,22.83,-0.1428,-0.0172,19,4,4–8 wk,rank drift (score > 0),22.0,33.5865,False,True,2023-06-20,23.69,0.3907
NVTS,2023-06-05,2023-06-12,8.89,9.32,4.6274,0.3502,5,1,1 wk,sector cap displacement,10.0,54.8569,False,False,2025-05-27,4.535,
RCL,2023-06-05,2023-06-20,83.32,91.54,9.1707,1.6287,10,2,2–3 wk,rank drift (score > 0),31.0,33.3905,False,True,2023-06-26,91.11,-0.0486
IONQ,2023-06-12,2023-06-20,10.65,9.65,-9.5707,-0.6504,5,1,1 wk,rank drift (score > 0),30.0,33.9755,True,True,2023-07-03,13.79,2.5733
MDB,2023-06-05,2023-06-20,379.22,379.77,0.0497,0.005,10,2,2–3 wk,sector cap displacement,12.0,43.6519,False,True,2023-06-26,388.5,0.2344
SMCI,2023-06-12,2023-06-26,26.47,21.97,-14.858,-1.411,9,2,2–3 wk,sector cap displacement,10.0,51.8486,True,True,2023-07-10,26.2,1.5597
UPST,2023-06-05,2023-06-26,29.57,30.085,1.5384,0.1525,14,3,2–3 wk,rank drift (score > 0),31.0,24.5972,False,True,2023-07-03,35.66,0.9028
JOBY,2023-06-05,2023-06-26,5.72,6.32,10.2209,1.4556,14,3,2–3 wk,rank drift (score > 0),39.0,21.4236,False,True,2023-07-03,10.44,6.8378
APP,2023-06-20,2023-06-26,23.69,23.49,-1.0424,-0.1211,4,1,1 wk,rank drift (score > 0),46.0,15.1068,True,True,2023-07-17,28.3,2.4286
APLD,2023-05-22,2023-06-26,8.51,8.82,4.8372,0.2115,23,5,4–8 wk,rank drift (score > 0),23.0,33.9242,False,False,2023-07-31,9.45,
VRT,2023-06-12,2023-07-03,21.22,24.7,15.9204,1.9473,14,3,2–3 wk,rank drift (score > 0),13.0,52.7837,False,True,2023-07-10,24.64,-0.0045
NVDA,2023-06-20,2023-07-03,42.87,42.39,-1.3172,-0.1748,9,2,2–3 wk,rank drift (score > 0),18.0,47.0962,True,True,2023-07-17,46.15,0.8233
UBER,2023-06-26,2023-07-03,43.75,43.17,-1.5229,-0.2248,5,1,1 wk,rank drift (score > 0),25.0,37.3095,True,False,2023-09-11,47.74,
META,2023-01-30,2023-07-03,147.99,283.98,20.4593,6.4898,106,21,9+ wk,rank drift (score > 0),34.0,31.9981,False,False,2023-08-07,310.26,
MDB,2023-06-26,2023-07-10,388.5,382.41,-3.2441,-0.3695,9,2,2–3 wk,rank drift (score > 0),24.0,36.2561,True,True,2023-07-24,413.1,0.8642
SOUN,2023-06-20,2023-07-10,3.39,3.6,-0.8757,0.1231,13,3,2–3 wk,rank drift (score > 0),14.0,47.399,False,False,2024-02-20,4.09,
UPST,2023-07-03,2023-07-10,35.66,37.17,4.0262,0.2519,4,1,1 wk,rank drift (score > 0),17.0,43.3403,False,True,2023-07-24,54.15,3.0063
RCL,2023-06-26,2023-07-17,91.11,94.31,0.4927,0.1898,14,3,2–3 wk,rank drift (score > 0),38.0,30.1528,False,False,2023-12-04,107.07,
MARA,2023-06-26,2023-07-17,12.55,18.18,39.8915,2.6947,14,3,2–3 wk,sector cap displacement,11.0,52.0427,False,False,2023-12-11,15.67,
JOBY,2023-07-03,2023-07-17,10.44,9.93,-5.0751,-0.4226,9,2,2–3 wk,rank drift (score > 0),14.0,47.1712,True,False,2024-07-22,6.57,
TSLA,2023-06-26,2023-07-24,250.065,255.85,-1.098,-0.0965,19,4,4–8 wk,rank drift (score > 0),47.0,8.9588,False,False,2023-09-18,271.16,
NVDA,2023-07-17,2023-07-24,46.15,44.59,-3.5733,-0.4454,5,1,1 wk,rank drift (score > 0),20.0,37.9538,True,True,2023-07-31,46.61,0.585
APP,2023-07-17,2023-07-24,28.3,29.5,4.032,0.4625,5,1,1 wk,rank drift (score > 0),22.0,36.7973,False,True,2023-07-31,31.31,0.7779
VRT,2023-07-10,2023-07-24,24.64,25.42,2.7399,0.4114,10,2,2–3 wk,rank drift (score > 0),27.0,35.8508,False,True,2023-08-07,34.87,5.564
ACHR,2023-07-03,2023-07-24,4.2,4.5,6.697,0.648,14,3,2–3 wk,rank drift (score > 0),24.0,36.502,False,True,2023-07-31,5.28,1.1755
SHOP,2023-07-17,2023-07-24,68.6,67.0,-2.5275,-0.296,5,1,1 wk,rank drift (score > 0),40.0,17.7025,True,False,2023-12-04,73.0,
SOFI,2023-07-24,2023-07-31,9.44,10.39,9.8437,1.2221,5,1,1 wk,rank drift (score > 0),27.0,37.0655,False,False,2024-01-02,9.71,
AFRM,2023-07-24,2023-07-31,17.15,17.55,2.1279,0.2258,5,1,1 wk,rank drift (score > 0),26.0,37.4731,False,True,2023-08-28,18.1,0.3468
MDB,2023-07-24,2023-07-31,413.1,415.77,0.4452,0.0571,5,1,1 wk,rank drift (score > 0),13.0,44.8455,False,False,2025-11-10,363.32,
CIFR,2023-07-10,2023-07-31,3.885,3.67,-7.6204,-0.2313,15,3,2–3 wk,rank drift (score > 0),30.0,34.7488,True,False,2023-10-30,3.43,
RKLB,2023-07-24,2023-07-31,7.47,7.11,-5.0094,-0.7432,5,1,1 wk,rank drift (score > 0),21.0,39.9231,True,False,2024-07-15,5.59,
DASH,2023-07-31,2023-08-07,90.11,83.06,-8.0079,-2.2087,5,1,1 wk,rank drift (score > 0),22.0,28.9743,True,False,2023-11-06,92.49,
NVDA,2023-07-31,2023-08-07,46.61,44.97,-3.7113,-0.496,5,1,1 wk,rank drift (score > 0),13.0,36.8002,True,True,2023-08-28,46.34,0.435
COIN,2023-07-24,2023-08-07,99.23,87.2,-12.2989,-1.17,10,2,2–3 wk,rank drift (score > 0),30.0,24.1467,True,False,2023-11-13,91.78,
APLD,2023-07-31,2023-08-07,9.45,7.79,-17.7308,-0.6913,5,1,1 wk,rank drift (score > 0),35.0,15.9262,True,False,2024-09-16,5.9,
UPST,2023-07-24,2023-08-14,54.15,33.35,-38.5349,-0.9892,15,3,2–3 wk,score <= 0,,-0.0952,True,False,2023-12-18,43.825,
ANET,2023-08-07,2023-08-14,45.03,43.58,-3.4134,-0.362,5,1,1 wk,rank drift (score > 0),14.0,35.8115,True,True,2023-08-21,45.38,0.4684
META,2023-08-07,2023-08-14,310.26,298.12,-4.1048,-0.928,5,1,1 wk,rank drift (score > 0),13.0,36.6693,True,False,2023-09-25,292.84,
SMCI,2023-07-10,2023-08-14,26.2,25.04,-7.0755,0.1207,25,5,4–8 wk,rank drift (score > 0),24.0,11.177,True,False,2023-10-09,28.4,
CVNA,2023-05-30,2023-08-21,2.482,7.884,157.1731,6.23,57,11,9+ wk,rank drift (score > 0),11.0,28.6064,False,True,2023-08-28,8.358,0.1637
IONQ,2023-07-03,2023-08-21,13.79,13.72,-1.3511,1.4066,34,7,4–8 wk,rank drift (score > 0),21.0,13.093,True,True,2023-09-11,19.2,1.4767
SLB,2023-08-14,2023-08-28,54.81,52.2,-4.9522,-0.7288,10,2,2–3 wk,rank drift (score > 0),21.0,17.3342,True,True,2023-09-18,56.47,1.1049
TEAM,2023-08-14,2023-08-28,195.2,191.61,-2.0353,-0.2031,10,2,2–3 wk,rank drift (score > 0),11.0,35.3803,True,False,2023-10-02,201.8,
BKR,2023-08-21,2023-08-28,33.19,33.24,-0.0495,-0.0083,5,1,1 wk,rank drift (score > 0),12.0,35.0148,False,True,2023-09-05,34.96,0.9035
HAL,2023-08-14,2023-08-28,37.75,35.75,-5.4872,-0.7269,10,2,2–3 wk,rank drift (score > 0),17.0,21.9896,True,True,2023-09-11,38.89,1.0521
AMZN,2023-08-07,2023-08-28,140.99,133.78,-5.3034,-0.9269,15,3,2–3 wk,rank drift (score > 0),14.0,31.1232,True,True,2023-09-05,137.73,0.4076
AFRM,2023-08-28,2023-09-05,18.1,21.77,20.0359,1.0236,5,1,1 wk,rank drift (score > 0),11.0,48.1456,False,True,2023-09-18,24.295,0.6791
GOOGL,2023-08-14,2023-09-05,128.17,134.16,4.2168,0.7072,15,3,2–3 wk,rank drift (score > 0),13.0,42.3083,False,True,2023-09-11,135.25,0.1862
AMZN,2023-09-05,2023-09-11,137.73,138.75,0.5393,0.0737,4,1,1 wk,rank drift (score > 0),21.0,39.2673,False,True,2023-09-18,140.48,0.1997
INTU,2023-08-28,2023-09-11,506.93,538.34,5.9839,1.0996,9,2,2–3 wk,sector cap displacement,10.0,45.0496,False,False,2025-05-27,715.49,
NVDA,2023-08-28,2023-09-11,46.34,46.01,-0.9105,-0.0595,9,2,2–3 wk,rank drift (score > 0),27.0,34.5916,True,True,2023-10-09,44.71,-0.2539
VRT,2023-08-07,2023-09-11,34.87,38.03,7.6561,0.4072,24,5,4–8 wk,rank drift (score > 0),12.0,43.3126,False,True,2023-09-25,36.3,-0.2632
BKR,2023-09-05,2023-09-11,34.96,35.06,0.0857,0.0172,4,1,1 wk,rank drift (score > 0),16.0,41.7324,False,False,2024-07-22,34.27,
ACHR,2023-07-31,2023-09-18,5.28,6.45,18.8508,1.058,34,7,4–8 wk,rank drift (score > 0),18.0,33.3811,False,False,2024-12-23,9.7,
ANET,2023-08-21,2023-09-18,45.38,45.75,0.4736,0.1369,19,4,4–8 wk,rank drift (score > 0),33.0,12.2717,False,False,2023-11-06,53.5,
ORCL,2023-09-11,2023-09-18,122.6,109.47,-10.888,-1.6491,5,1,1 wk,score <= 0,,-4.3081,True,False,2024-06-24,136.58,
ADBE,2023-08-28,2023-09-18,525.7,524.23,-1.081,-0.0789,14,3,2–3 wk,rank drift (score > 0),27.0,17.4902,True,True,2023-10-16,553.18,0.8893
GOOGL,2023-09-11,2023-09-25,135.25,128.61,-5.0994,-0.8099,10,2,2–3 wk,rank drift (score > 0),16.0,18.9866,True,True,2023-10-09,135.65,0.9654
TSLA,2023-09-18,2023-09-25,271.16,243.38,-10.4242,-0.8115,5,1,1 wk,rank drift (score > 0),24.0,6.1865,True,False,2024-07-08,247.71,
IONQ,2023-09-11,2023-09-25,19.2,13.21,-30.7465,-1.3521,10,2,2–3 wk,rank drift (score > 0),23.0,7.6386,True,False,2024-10-21,13.22,
UBER,2023-09-11,2023-09-25,47.74,44.14,-7.7256,-1.0118,10,2,2–3 wk,rank drift (score > 0),22.0,9.2874,True,True,2023-10-02,45.57,0.4693
AMZN,2023-09-18,2023-09-25,140.48,129.36,-8.0997,-1.1106,5,1,1 wk,score <= 0,,-0.4269,True,False,2024-04-15,187.425,
VRT,2023-09-25,2023-10-02,36.3,37.9,4.1991,0.2339,5,1,1 wk,rank drift (score > 0),13.0,29.3391,False,True,2023-10-16,39.32,0.2281
SLB,2023-09-18,2023-10-02,56.47,53.99,-4.5827,-0.681,10,2,2–3 wk,rank drift (score > 0),15.0,26.53,True,False,2025-03-31,39.72,
META,2023-09-25,2023-10-02,292.84,299.87,2.196,0.2594,5,1,1 wk,rank drift (score > 0),11.0,33.2579,False,True,2023-10-09,309.54,0.4116
CVNA,2023-08-28,2023-10-02,8.358,8.3,-3.653,0.0645,24,5,4–8 wk,rank drift (score > 0),20.0,22.2811,True,False,2024-03-04,16.19,
HAL,2023-09-11,2023-10-09,38.89,37.36,-4.1261,-0.5392,20,4,4–8 wk,score <= 0,,-3.939,True,True,2023-10-23,39.33,0.6741
VEEV,2023-10-02,2023-10-09,202.07,207.95,2.7043,0.3306,5,1,1 wk,rank drift (score > 0),17.0,28.2725,False,False,2025-03-10,244.1,
AVAV,2023-09-25,2023-10-09,111.83,107.86,-3.7426,-0.2837,10,2,2–3 wk,rank drift (score > 0),28.0,1.8927,True,True,2023-10-23,116.61,0.6028
AFRM,2023-09-18,2023-10-09,24.295,17.52,-28.0305,-1.2468,15,3,2–3 wk,rank drift (score > 0),29.0,1.6542,True,True,2023-11-06,22.42,0.9131
TEAM,2023-10-02,2023-10-09,201.8,197.65,-2.2522,-0.1523,5,1,1 wk,rank drift (score > 0),19.0,25.4868,True,False,2024-01-16,237.89,
UBER,2023-10-02,2023-10-09,45.57,45.15,-1.1196,-0.1251,5,1,1 wk,rank drift (score > 0),20.0,25.2656,True,False,2023-11-13,51.17,
SMCI,2023-10-09,2023-10-16,28.4,28.48,0.0813,0.0034,5,1,1 wk,rank drift (score > 0),15.0,40.7194,False,False,2024-01-22,45.64,
MU,2023-10-09,2023-10-16,68.96,68.36,-1.0681,-0.1057,5,1,1 wk,rank drift (score > 0),20.0,27.4415,True,False,2024-01-08,83.21,
APP,2023-07-31,2023-10-16,31.31,38.69,15.2336,2.2711,54,11,9+ wk,rank drift (score > 0),22.0,21.8623,False,True,2023-11-06,39.36,0.0882
NVDA,2023-10-09,2023-10-16,44.71,44.93,0.2913,0.0224,5,1,1 wk,rank drift (score > 0),13.0,44.7001,False,False,2024-01-22,59.88,
REGN,2023-10-09,2023-10-23,827.17,802.61,-3.163,-0.464,10,2,2–3 wk,rank drift (score > 0),23.0,5.2156,True,False,2024-01-08,881.68,
VRT,2023-10-16,2023-10-23,39.32,36.65,-6.9767,-0.2777,5,1,1 wk,rank drift (score > 0),17.0,12.7792,True,True,2023-11-20,42.94,0.668
AVGO,2023-10-16,2023-10-23,86.25,83.06,-3.891,-0.3486,5,1,1 wk,rank drift (score > 0),16.0,15.2855,True,False,2023-12-18,108.5,
GOOGL,2023-10-09,2023-10-30,135.65,122.05,-10.2023,-1.1685,15,3,2–3 wk,score <= 0,,-9.1579,True,False,2024-04-15,157.36,
META,2023-10-09,2023-10-30,309.54,296.25,-4.4593,-0.3938,15,3,2–3 wk,rank drift (score > 0),20.0,6.4204,True,True,2023-11-06,312.98,0.543
PANW,2023-10-16,2023-10-30,129.88,120.39,-7.3801,-0.4748,10,2,2–3 wk,rank drift (score > 0),12.0,15.7351,True,False,2023-12-04,147.12,
ADBE,2023-10-16,2023-10-30,553.18,516.11,-6.8877,-0.6575,10,2,2–3 wk,rank drift (score > 0),18.0,8.4363,True,True,2023-11-06,566.0,0.937
UNH,2023-09-25,2023-11-06,477.3,499.25,3.1872,0.6198,30,6,4–8 wk,rank drift (score > 0),28.0,19.576,False,False,2024-07-29,537.43,
MSFT,2023-10-30,2023-11-06,325.78,345.36,5.7984,0.8527,5,1,1 wk,sector cap displacement,14.0,34.4354,False,False,,,
HAL,2023-10-23,2023-11-06,39.33,37.89,-3.391,-0.3914,10,2,2–3 wk,rank drift (score > 0),31.0,10.2342,True,False,2024-04-08,39.07,
NOC,2023-10-23,2023-11-06,462.56,449.57,-2.74,-0.2888,10,2,2–3 wk,rank drift (score > 0),23.0,24.3876,True,False,2024-04-29,461.73,
MCK,2023-09-25,2023-11-06,433.87,446.54,2.529,0.4772,30,6,4–8 wk,rank drift (score > 0),27.0,20.9446,False,False,2024-01-08,474.95,
ZS,2023-10-02,2023-11-06,159.05,166.6,4.6685,0.3853,25,5,4–8 wk,sector cap displacement,6.0,45.3288,False,True,2023-11-13,175.63,0.4141
DASH,2023-11-06,2023-11-13,92.49,86.7,-6.4474,-0.6268,5,1,1 wk,rank drift (score > 0),26.0,26.9146,True,True,2023-11-20,94.5,0.8314
NFLX,2023-10-30,2023-11-13,40.24,44.73,8.0804,0.8858,10,2,2–3 wk,rank drift (score > 0),25.0,27.3159,False,True,2023-11-27,47.9,0.8259
CIFR,2023-10-30,2023-11-13,3.43,2.99,-17.3524,-0.7705,10,2,2–3 wk,rank drift (score > 0),33.0,14.768,True,False,2023-12-26,4.12,
ADBE,2023-11-06,2023-11-20,566.0,605.31,6.7316,1.0396,10,2,2–3 wk,sector cap displacement,5.0,55.3458,False,True,2023-11-27,618.8,0.3508
APP,2023-11-06,2023-11-20,39.36,39.16,-2.716,-0.2501,10,2,2–3 wk,rank drift (score > 0),45.0,1.452,True,False,2024-01-29,44.55,
AVAV,2023-10-23,2023-11-20,116.61,125.45,6.3869,0.5925,20,4,4–8 wk,rank drift (score > 0),30.0,25.0442,False,False,2024-04-01,155.11,
ANET,2023-11-06,2023-11-27,53.5,54.57,1.7962,0.1556,14,3,2–3 wk,sector cap displacement,5.0,57.5335,False,False,2024-01-16,63.11,
VRT,2023-11-20,2023-11-27,42.94,42.53,-1.1527,-0.1084,4,1,1 wk,rank drift (score > 0),22.0,37.6583,True,True,2023-12-11,47.17,1.0098
ADBE,2023-11-27,2023-12-04,618.8,604.91,-2.44,-0.3336,5,1,1 wk,rank drift (score > 0),15.0,40.466,True,False,,,
NFLX,2023-11-27,2023-12-04,47.9,46.1,-3.9501,-0.3777,5,1,1 wk,rank drift (score > 0),49.0,6.1981,True,False,2024-01-16,49.0,
META,2023-11-06,2023-12-04,312.98,314.28,-0.0028,0.0888,19,4,4–8 wk,rank drift (score > 0),45.0,13.4896,False,False,2024-01-08,351.34,
SHOP,2023-12-04,2023-12-11,73.0,72.43,-0.9791,-0.0678,5,1,1 wk,rank drift (score > 0),25.0,34.491,True,True,2023-12-18,75.75,0.3185
ZS,2023-11-13,2023-12-11,175.63,200.38,12.2382,1.4693,19,4,4–8 wk,sector cap displacement,9.0,48.2285,False,True,2023-12-18,221.66,1.2256
UBER,2023-11-13,2023-12-18,51.17,62.01,18.4253,2.4269,24,5,4–8 wk,rank drift (score > 0),27.0,35.3377,False,False,2024-01-22,65.44,
DASH,2023-11-20,2023-12-18,94.5,102.58,7.9847,0.7225,19,4,4–8 wk,rank drift (score > 0),29.0,33.6636,False,False,2024-01-16,102.99,
NOW,2023-11-20,2023-12-18,130.8,140.4,6.2731,1.1042,19,4,4–8 wk,rank drift (score > 0),28.0,34.8252,False,False,2024-08-12,162.22,
MSTR,2023-10-30,2023-12-18,42.27,56.06,23.9315,2.153,34,7,4–8 wk,sector cap displacement,11.0,50.6803,False,True,2023-12-26,60.9,0.7085
SHOP,2023-12-18,2023-12-26,75.75,76.83,1.2231,0.1002,5,1,1 wk,rank drift (score > 0),22.0,39.5543,False,True,2024-01-16,80.28,0.3666
AVGO,2023-12-18,2023-12-26,108.5,109.33,0.5636,0.0826,5,1,1 wk,sector cap displacement,10.0,53.1446,False,False,2024-04-08,130.25,
PANW,2023-12-04,2023-12-26,147.12,149.44,1.0655,0.1507,15,3,2–3 wk,rank drift (score > 0),25.0,35.63,False,False,2024-02-12,187.73,
RCL,2023-12-04,2024-01-02,107.07,123.03,10.7193,1.8287,19,4,4–8 wk,rank drift (score > 0),18.0,39.8315,False,True,2024-01-22,123.49,0.0969
UPST,2023-12-18,2024-01-02,43.825,39.59,-10.1081,-0.5703,9,2,2–3 wk,sector cap displacement,10.0,47.155,True,False,2024-08-12,35.39,
SOFI,2024-01-02,2024-01-08,9.71,8.25,-15.2058,-1.582,4,1,1 wk,rank drift (score > 0),46.0,2.0485,True,False,2024-09-16,7.74,
VRT,2023-12-11,2024-01-08,47.17,46.6,-1.9936,-0.3088,18,4,4–8 wk,rank drift (score > 0),18.0,33.4842,True,True,2024-01-22,54.32,2.5486
ZS,2023-12-18,2024-01-08,221.66,213.28,-3.839,-0.7841,13,3,2–3 wk,rank drift (score > 0),24.0,27.1463,True,True,2024-01-16,230.0,1.6011
ASTS,2024-01-02,2024-01-08,5.86,5.02,-14.5056,-0.9461,4,1,1 wk,rank drift (score > 0),23.0,28.047,True,False,2024-05-28,4.99,
MSTR,2023-12-26,2024-01-16,60.9,47.86,-21.5692,-0.8674,13,3,2–3 wk,score <= 0,,-0.2532,True,False,2024-03-04,119.9,
MU,2024-01-08,2024-01-16,83.21,81.87,-1.807,-0.234,5,1,1 wk,rank drift (score > 0),25.0,35.2198,True,False,2024-04-01,118.35,
COIN,2023-11-13,2024-01-16,91.78,129.435,21.7663,3.0136,42,8,4–8 wk,rank drift (score > 0),37.0,22.5571,False,False,2024-02-20,179.87,
MCK,2024-01-08,2024-01-16,474.95,480.75,1.0189,0.212,5,1,1 wk,rank drift (score > 0),26.0,33.4884,False,False,2024-05-13,552.74,
CIFR,2023-12-26,2024-01-16,4.12,3.11,-24.6654,-0.7171,13,3,2–3 wk,rank drift (score > 0),44.0,14.1947,True,False,2024-06-17,4.84,
HOOD,2023-12-26,2024-01-16,13.0,10.92,-15.9878,-1.4665,13,3,2–3 wk,rank drift (score > 0),43.0,15.3077,True,False,2024-02-20,14.0,
MARA,2023-12-11,2024-01-16,15.67,18.65,18.7794,1.9478,23,5,4–8 wk,rank drift (score > 0),30.0,30.94,False,False,2024-02-20,26.945,
AFRM,2023-11-06,2024-01-22,22.42,44.525,62.1822,3.5293,51,10,9+ wk,rank drift (score > 0),35.0,21.0106,False,False,2024-09-03,43.78,
NFLX,2024-01-16,2024-01-22,49.0,48.76,-0.6886,-0.0653,4,1,1 wk,rank drift (score > 0),37.0,17.7531,True,True,2024-01-29,57.14,1.5767
ZS,2024-01-16,2024-01-22,230.0,239.68,4.0005,0.4903,4,1,1 wk,sector cap displacement,14.0,51.0783,False,False,2025-03-10,203.47,
SHOP,2024-01-16,2024-01-22,80.28,80.91,0.5834,0.037,4,1,1 wk,rank drift (score > 0),29.0,32.3211,False,True,2024-02-12,91.4,0.8091
TEAM,2024-01-16,2024-01-22,237.89,249.0,4.4611,0.4171,4,1,1 wk,sector cap displacement,11.0,53.72,False,False,2024-11-04,216.65,
ANET,2024-01-16,2024-01-22,63.11,66.92,5.8252,0.5167,4,1,1 wk,sector cap displacement,5.0,61.2917,False,True,2024-01-29,66.28,-0.0684
NVDA,2024-01-22,2024-01-29,59.88,61.06,1.7669,0.1903,5,1,1 wk,sector cap displacement,9.0,57.3055,False,True,2024-02-05,68.03,1.2671
RCL,2024-01-22,2024-01-29,123.49,119.52,-3.4082,-0.3669,5,1,1 wk,rank drift (score > 0),39.0,13.9951,True,False,2024-04-29,136.31,
